ALMACEN,TIENDA,NOMBRE,LATITUD,LONGITUD,TARIMAS
93100,31102,31102 LO DE MARCOS,20.95081013,-105.3494064,1
91000,51030,51030 VISTA A LA CAMPIÑA,20.61867,-103.39917,1
93100,31101,31101 MEXICO,20.756876,-105.340433,2
91000,13030,13030 SAN ANDRES CENTRO,19.819199,-103.46942,1
91000,19057,19057 RAMON SERRANO,19.2551,-103.74878,1
95500,54024,54024 LOS METATES,21.509554,-104.875696,1
91000,12063,12063 CRUCERO PERIQUILLOS,18.94997,-103.94697,1
91000,13036,13036 LOMA BONITA,19.719924,-103.457014,1
91000,19147,19147 REAL DE CANA,19.285971,-103.724876,1
93100,31002,31002 BUCERIAS,20.7580355,-105.3414126,2
93100,31008,31008 MANGUITOS,20.73750825,-105.2696034,1
95500,54033,54033 CIUDAD DEL VALLE,21.489147,-104.883465,2
93100,31053,31053 LOPEZ,20.62330669,-105.2213647,2
95500,54070,54070 VILLAS DEL NAYAR,21.49635852,-104.8777647,1
91000,12022,12022 GAS CALERAS,18.97791047,-103.8582859,1
91000,12050,12050 LEONA VICARIO,18.865549,-103.838265,1
91000,13013,13013 GAS AEROPUERTO,19.7023048,-103.4916227,1
93100,31042,31042 21 MARZO,20.65810935,-105.2063093,1
91000,19068,19068 ESTADIO COLIMA,19.23121,-103.73879,1
93100,31093,31093 PLAYA GRANDE,20.633897,-105.212286,1
91000,12002,12002 GAS ARMERIA,18.93426794,-103.9725375,1
91000,19073,19073 NAVARRO,19.24043,-103.69616,1
91000,12027,12027 REAL DEL BOSQUE,18.92728501,-103.8689493,1
95500,54043,54043 GAS ZAPOPAN II,21.516297,-104.879711,1
93100,31047,31047 OCAMPO,20.63108091,-105.2201891,1
91000,13014,13014 GAS RAMON CORONA,19.69317344,-103.4649394,1
91000,19139,19139 CATEDRAL COLIMA,19.243386,-103.727839,1
91000,19039,19039 JOSEFA ORTIZ,19.26473,-103.74008,1
93100,31106,31106 HIGUERA BLANCA,20.796319,-105.471625,2
91000,12038,12038 PINO SUAREZ,18.751299,-103.720952,1
91000,14037,14037 LAS PERGOLAS,19.10509185,-104.334023,1
91000,13086,13086 GAS GOMEZ FARIAS,19.78140164,-103.47702,1
91000,13055,13055 MARIANO BARCENAS,19.771244,-104.363013,1
95500,54102,54102 MARINA,21.037976,-104.366592,1
91000,13058,13058 GAS EL MENTIDERO,19.769596,-104.296979,2
91000,14042,14042 GAS PAROTAS,19.13248062,-104.3425762,1
95500,54067,54067 INDEPENDENCIA,21.502416,-104.883333,1
95500,54014,54014 MEXICO PONIENTE,21.534555,-104.873169,1
95500,54096,54096 QUERÉTARO,22.492644,-105.362881,1
91000,19035,19035 DIOSA DEL AGUA,19.27381,-103.73991,1
91000,14062,14062 CENTRAL MELAQUE,19.22399596,-104.7073926,2
91000,19015,19015 SEVILLA,19.25181,-103.71058,1
93100,31094,31094 HIDALGO,20.75105,-105.25317,1
93100,31011,31011 GAS MEZCALES,20.7317451,-105.2806811,1
95500,54007,54007 GAS GUADALUPE VICTORIA,21.51930339,-104.9009304,1
91000,19106,19106 CAMPUS ALBARRADA,19.23356,-103.74387,1
95500,54071,54071 VILLA HIDALGO II,21.73892,-105.23623,1
95500,54049,54049 GAS GUADALUPE,21.52814,-104.929508,2
91000,14060,14060 BARRAGAN CIHUATLAN,19.24030236,-104.5693225,2
91000,19117,19117 VALLE DE LAS HUERTAS,19.21161,-103.8079,1
91000,13081,13081 PINTORES,19.721397,-103.467211,1
91000,19085,19085 PANTEON COLIMA,19.2449,-103.71067,1
91000,51011,51011 GAS SAN SEBASTIAN,20.542145,-103.421522,1
95500,54073,54073 GAS PUGA,21.586144,-104.839014,1
95500,54009,54009 ALASKA,21.521972,-104.923694,1
93100,31107,31107 BUCERIAS NICOLAS BRAVO,20.757397,-105.33791,2
93100,31023,31023 GAS PUENTE AMECA,20.69048605,-105.2523095,2
93100,31150,31150 CAMPO VERDE,20.689422,-105.21485,1
93100,31005,31005 NUEVO VALLARTA,20.70993791,-105.2811831,1
91000,13005,13005 MADERO,19.70242596,-103.4821073,1
93100,31037,31037 MARINA GOLF,20.66601286,-105.2510422,1
91000,19083,19083 JESUS PONCE,19.25086,-103.71019,1
93100,31068,31068 CASA MARGARITA,21.021213,-105.273532,1
91000,19077,19077 PRADOS DEL SUR,19.23671,-103.75144,1
95500,54091,54091 TECUALA,22.39671,-105.46406,1
93100,31148,31148 COSTA CAREYES,20.749822,-105.161392,2
91000,13072,13072 CENTRAL SAYULA,19.87985,-103.589712,1
91000,13017,13017 SAYULA,19.88140695,-103.5841362,1
91000,14057,14057 JAVIER MATA,19.0731555,-104.3030604,2
91000,12030,12030 GAS TECOLAPA,19.002542,-103.835695,1
91000,14001,14001 LAS BRISAS,19.08484289,-104.3076656,1
91000,12059,12059 BAYARDO,18.94452,-103.922279,2
93100,31147,31147 JUAREZ IXTAPA,20.714089,-105.20531,1
91000,13027,13027 CAMICHINES,19.71266,-103.476301,1
91000,12019,12019 OAXACA,18.93983629,-103.9653261,1
95500,54061,54061 GAS SANTIAGO,21.813435,-105.198159,1
93100,31033,31033 COLOMBIA,20.62035507,-105.2296276,1
91000,12043,12043 PANTEON ARMERIA,18.93742,-103.954338,1
91000,19037,19037 GAS REAL DON JUAN,19.24024,-103.75674,1
91000,13085,13085 FRACCIONAMIENTO LAS GARZAS,19.73218767,-103.4599889,1
91000,19124,19124 GLORIETA DE LOS ELEFANTES,19.23332,-103.70938,1
91000,19052,19052 NUEVO MILENIO,19.23026,-103.70331,1
95500,54019,54019 VILLA DE LEON,21.485021,-104.823946,2
91000,19126,19126 LA RESERVA,19.2619,-103.77347,1
95500,54063,54063 SANTIAGO ESTADIO,21.813282,-105.204533,2
91000,19131,19131 JARDINES DE LA ESTANCIA,19.23957,-103.69152,1
91000,14066,14066 LEONA VICARIO,19.044945,-104.321982,1
91000,12015,12015 REVOLUCION,18.9087787,-103.8661126,1
91000,14053,14053 MERCADO CENTRO,19.05157551,-104.317464,2
93100,31049,31049 GAS LOS PICOS,20.76201923,-105.3495093,1
91000,19090,19090 LA COMARCA,19.27794,-103.76338,1
95500,54044,54044 VERACRUZ XALISCO,21.44211789,-104.8988169,1
91000,19036,19036 CRISTOBAL COLON,19.25371,-103.74191,1
91000,14065,14065 LAS PERLAS,19.126152,-104.32577,1
91000,19033,19033 HOSP PUERTA HIERRO,19.26068,-103.70624,1
91000,14068,14068 NAUTILUS,19.126491,-104.33943,1
93100,31051,31051 SAYULITA,20.87005819,-105.4403071,1
95500,54015,54015 CANTERA,21.488473,-104.830107,1
95500,54021,54021 MOCTEZUMA,21.484568,-104.901164,2
91000,51002,51002 VALLE DE LOS ENCINOS,20.488782,-103.393531,1
95500,54098,54098 IXTLAN HIDALGO,21.033888,-104.36238,1
93100,31115,31115 LETRAS VALLARTA,20.694412,-105.240708,1
91000,19003,19003 GENOVEVA SANCHEZ,19.25748,-103.718,1
93100,31067,31067 AGUACATE,20.603694,-105.232691,2
93100,31021,31021 FEDERACION,20.70562741,-105.2166093,1
91000,19044,19044 MADERO COLIMA,19.24257,-103.72672,1
95500,54011,54011 LIBRAMIENTO NOGALES,21.487176,-104.903862,1
91000,14056,14056 PATIOS,19.11008168,-104.2616992,2
91000,51054,51054 AMECA,20.55024,-104.05501,1
93100,31034,31034 ALDAMA,20.65722707,-105.2136998,1
93100,31061,31061 JARDINES,20.63251949,-105.2079534,1
91000,13026,13026 LA PRIMAVERA,19.679918,-103.484777,1
95500,54012,54012 PETUNIAS,21.530172,-104.871025,1
93100,31118,31118 IXTAPA HIDALGO,20.718681,-105.205349,2
91000,12032,12032 CARLOS DE LA MADRID,18.920104,-103.889293,2
93100,31135,31135 GALEANA,19.939729,-105.250018,1
91000,13021,13021 ZAPOTILTIC,19.6305254,-103.4224643,1
91000,51050,51050 SAN MARTÍN DE HIDALGO,20.26498,-103.55316,1
91000,13038,13038 GAS TONAYA,19.778611,-103.975163,1
95500,54008,54008 GAS SAN CAYETANO,21.45364582,-104.8203418,2
91000,14088,14088 GAS MINATITLAN,19.396585,-104.056686,1
93100,31111,31111 INDEPENDENCIA,20.644409,-105.202477,2
93100,31015,31015 IXTAPA,20.71556375,-105.2098183,1
93100,31108,31108 ZACUALPAN NAYARIT,21.245011,-105.164414,1
93100,31172,31172 GAS TALPA,20.364465,-104.819786,1
91000,51014,51014 LOS NOGALES,20.456584,-103.416425,1
93100,31136,31136 PINO SUAREZ,19.948198,-105.327312,1
91000,14097,14097 JALUCO,19.229039,-104.68316,1
91000,14040,14040 GAS SAN PATRICIO,19.22879488,-104.6976277,1
93100,31125,31125 PUNTA MITA,20.46273,-105.31106,2
95500,54053,54053 VILLA HIDALGO,21.748045,-105.23011,1
91000,13053,13053 FRESNO LOPEZ VELARDE,19.759936,-104.374553,1
91000,14020,14020 HOSPITAL,19.115494,-104.3272545,2
93100,31152,31152 REAL IXTAPA,20.43053,-105.13198,1
93100,31013,31013 SAN JUAN,20.8070472,-105.1930083,1
91000,19093,19093 VALLE DORADO,19.26135,-103.69282,1
91000,14079,14079 LA HUERTA,19.487726,-104.636094,2
91000,14069,14069 PEDRO NUÑEZ,19.12407,-104.357825,1
91000,51049,51049 XOCHIMILCO,20.4394,-103.93617,1
93100,31140,31140 DELFIN,19.589125,-105.127592,1
91000,19055,19055 GAS SENDEROS,19.24465,-103.75841,1
91000,19092,19092 TULIPANES,19.26312,-103.76601,1
91000,12055,12055 MAYOR PATRICIO,18.926015,-103.8645,2
91000,12036,12036 CRUCERO BOCA DE APIZA,18.70981,-103.709442,1
93100,31081,31081 AZUL TURQUESA,20.77429962,-105.2107421,1
93100,31174,31174 MINA,20.609306,-105.234547,1
91000,19105,19105 GAS 3ER ANILLO,19.27759,-103.72309,1
91000,13042,13042 CLEMENTE AMAYA_,19.785582,-104.363462,1
91000,13054,13054 AMADO NERVO,19.762853,-104.376246,1
91000,19067,19067 QUESERIA,19.38795,-103.57468,1
91000,51047,51047 AQUILES SERDÁN,20.22759,-103.56919,1
93100,31160,31160 TALPA INDEPENDENCIA,20.387196,-104.823628,1
91000,14078,14078 LA HUERTA ZAPATA,19.38646,-104.964857,2
91000,12025,12025 RIO BALSAS,18.90152495,-103.8909131,2
93100,31018,31018 GAS CENTRO,20.61874261,-105.2307778,1
95500,54081,54081 IXTLÁN DEL RIO,21.037475,-104.381314,1
91000,14036,14036 LAS ROSAS,19.13347038,-104.3424824,1
95500,54051,54051 MOLINO,21.499889,-104.887885,1
93100,31091,31091 20 DE NOVIEMBRE,20.815432,-105.188243,1
95500,54020,54020 JACARANDAS,21.503898,-104.908989,1
91000,13091,13091 VISTA HERMOSA,19.687403,-103.336336,1
91000,14011,14011 LAS JOYAS,19.05728332,-104.291145,2
91000,12008,12008 JUAN OSEGUERA,18.91399147,-103.8663819,1
91000,51024,51024 VALLE DE TEJEDA,20.50978,-103.37903,1
91000,19026,19026 IGNACIO SANDOVAL,19.25409,-103.71127,1
93100,31016,31016 LOS TULES,20.63874348,-105.2189908,1
93100,31071,31071 RIO GRANDE,20.6236,-105.219185,1
95500,54006,54006 GOBERNADORES,21.487626,-104.872639,1
91000,19022,19022 RANCHO BLANCO,19.23857,-103.76178,1
91000,12016,12016 CERRO DE ORTEGA,18.76198094,-103.7301615,1
91000,13066,13066 AVILA CAMACHO,19.469925,-103.308099,2
91000,13093,13093 TAMAZULA CENTRO,19.673869,-103.25184,1
91000,13035,13035 CUAUHTEMOC TAMAZULA,19.674148,-103.257294,1
91000,14008,14008 JESUS ALCARAZ,19.05101701,-104.3101861,1
95500,54065,54065 SANTIAGO,21.810402,-105.207798,1
95500,54002,54002 RIVERAS DE LA LAGUNA,21.517658,-104.872256,1
93100,31041,31041 CRUZ HUANACAXTLE,20.75074601,-105.3835971,2
91000,19019,19019 LOS OLIVOS,19.26921,-103.70791,1
95500,54059,54059 LA PRESA II,21.801893,-105.203685,1
91000,14085,14085 MINATITLAN,19.386599,-104.052061,1
91000,13031,13031 GOMEZ FARIAS,19.795271,-103.480244,1
91000,51013,51013 PLAZA SENDEROS,20.54282,-103.359205,2
91000,19114,19114 RESIDENCIAL VICTORIA,19.27488,-103.70309,1
91000,19056,19056 LINDA VISTA,19.28999,-103.73858,1
91000,13012,13012 GAS 4 CAMINOS,19.53067328,-103.4208759,1
95500,54016,54016 PARKINSON,21.48025,-104.857006,2
95500,54050,54050 COLINAS,21.4574,-104.904613,1
91000,14033,14033 BARRA,19.20691739,-104.6837881,1
93100,31014,31014 VILLAS UNIVERSIDAD,20.67818711,-105.2259689,1
91000,14028,14028 GAS EL COLOMO,19.05581878,-104.2373671,2
95500,54018,54018 MONTECARLO,21.514994,-104.867833,1
93100,31048,31048 MISIONES,20.76653281,-105.2549119,1
91000,19071,19071 GUSTAVO VAZQUEZ,19.22276,-103.69499,1
91000,19084,19084 MERIDA,19.23172,-103.69726,1
93100,31043,31043 PULPITO,20.59931249,-105.2383104,1
91000,14018,14018 GAS PUERTO,19.0665677,-104.287224,1
91000,19062,19062 COLEGIO INGLES,19.27963,-103.71297,1
91000,12061,12061 TORRES QUINTERO,18.910022,-103.861686,1
91000,51051,51051 COCULA,20.3719,-103.82057,1
91000,51006,51006 SENDERO REAL,20.527403,-103.35128,1
93100,31064,31064 GUAYABITOS TABACHINES,21.022524,-105.270611,1
91000,14073,14073 EMILIANO ZAPATA,19.24354,-104.717435,1
91000,13060,13060 CIRCUNVALACION PONIENTE,19.79999,-104.221491,1
91000,12007,12007 TRIANGULITO,18.91541773,-103.8766043,1
91000,14010,14010 FIMAGA,19.10401473,-104.3087557,1
91000,14064,14064 SOR JUANA,19.111243,-104.325564,1
91000,19136,19136 ALBATERRA,19.284913,-103.70615,1
95500,54023,54023 OJO DE AGUA,21.531521,-104.900944,1
95500,54052,54052 PLAZA CHAPULTEPEC,21.491979,-104.855662,1
91000,51019,51019 GAS CAMINO REAL,20.537114,-103.472008,1
91000,19060,19060 TIVOLI,19.22916,-103.73384,1
93100,31026,31026 SAN VICENTE,20.74789682,-105.254173,1
95500,54077,54077 NICOLAS ECHEVERRIA,21.814326,-105.21137,1
91000,19028,19028 LOMA HERMOSA,19.28799,-103.73447,1
91000,19008,19008 BUGAMBILIAS,19.2825,-103.73196,1
93100,31012,31012 GAS FLAMINGOS,20.74869817,-105.3160174,1
93100,31090,31090 REFORMA SAN VICENTE,20.744934,-105.249,2
91000,19030,19030 ANGELES,19.23581,-103.69909,1
91000,51053,51053 ALLENDE,20.5478,-104.05204,1
91000,19120,19120 FRANCISCO VILLA,19.22686,-103.71265,1
91000,54105,54105 EMILIANO ZAPATA,21.537783,-105.280412,1
93100,31114,31114 VALLE ESMERALDA,20.770746,-105.258079,2
91000,14004,14004 SORIANA,19.10175083,-104.3273348,1
93100,31017,31017 TAMARINDOS,20.71401097,-105.2180009,2
91000,14050,14050 VISTA DEL MAR,19.13806441,-104.3512976,2
91000,12901,12901 QUINTANA ROO,18.907178,-103.872744,1
91000,51046,51046 ACATLÁN,20.42533,-103.59521,1
